TrackID,Name,Artist,Genre,Size,TotalTime,Location,AverageBpm,DateAdded,BitRate,SampleRate
163785074,Blaze (Original Mix),Danny Broda,Techno (Peak Time / Driving),16921020,419,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17180266_Blaze_(Original%20Mix).mp3,127.00,2024-02-24,320,44100
210848393,Blink 2022 (Extended Mix),"John Dahlback, Bassjackers, Dimitri Vegas & Like Mike",Mainstage,12110627,267,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/16720695_Blink%202022_(Extended%20Mix).mp3,130.00,2024-02-24,320,44100
50678817,Blow Ya Mind (Extended Mix),"Lee Cabrera, Timmy Trumpet, Lock 'N Load, Bleech",House,15695756,384,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17647592_Blow%20Ya%20Mind_(Extended%20Mix).mp3,130.00,2024-02-24,320,44100
30440031,Born Slippy (Luca Morris Extended Remix),Andrew Meller,Techno (Peak Time / Driving),16570178,400,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17392499_Born%20Slippy_(Luca%20Morris%20Extended%20Remix).mp3,130.00,2024-02-24,320,44100
49097063,Brembo (Original Mix),CARV,Hard Techno,16585858,405,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17399871_Brembo_(Original%20Mix).mp3,152.00,2024-02-24,320,44100
143542067,Caliente (Original Mix),Jebby Jay,Indie Dance,15349960,373,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17027597_Caliente_(Original%20Mix).mp3,120.00,2024-02-24,320,44100
88220647,Chakra (Extended Mix),"Vini Vici, W&W",Psy-Trance,17649761,428,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/9746512_Chakra_(Extended%20Mix).mp3,138.00,2024-02-24,320,44100
72358589,Como (Original Mix),Disfreq,Techno (Peak Time / Driving),13950133,338,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17235038_Como_(Original%20Mix).mp3,126.00,2024-02-24,320,44100
30890776,Conga (Original Mix),TOBEHONEST,Tech House,18048838,408,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17704785_Conga_(Original%20Mix).mp3,127.00,2024-02-24,320,44100
217309891,Dadadum (Original Mix),Xandl,Indie Dance,14377109,334,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17097173_Dadadum_(Original%20Mix).mp3,122.00,2024-02-24,320,44100
225305875,Dame Mas (Original Mix),"BadWolf, Soff",Indie Dance,16740841,385,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/16135080_Dame%20Mas_(Original%20Mix).mp3,122.00,2024-02-24,320,44100
31272758,Dance MF (Original Mix),CARV,Hard Techno,17093597,393,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17975104_Dance%20MF_(Original%20Mix).mp3,152.00,2024-02-24,320,44100
221849128,"Dark Clouds (feat. Heerhorst, Peter Pahn) (Original Mix)","Heerhorst, Teenage Mutants, PETER PAHN",Techno (Peak Time / Driving),15544322,355,"file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17596902_Dark%20Clouds%20(feat.%20Heerhorst,%20Peter%20Pahn)_(Original%20Mix).mp3",135.00,2024-02-24,320,44100
259070466,Different Side (Original Mix),"Michael Bibi, KinAhau, feat. Audio Bullys",Minimal / Deep Tech,13554389,332,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17413515_Different%20Side_(Original%20Mix).mp3,128.00,2024-02-24,320,44100
91646931,Don't You Want Me (Extended Mix),"Felix, Timmy Trumpet",Mainstage,10995611,261,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/15445839_Don_t%20You%20Want%20Me_(Extended%20Mix).mp3,134.00,2024-02-24,320,44100
99990100,Drugs From Amsterdam (Reinier Zonneveld Remix),Mau P,Techno (Peak Time / Driving),16340669,371,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17183889_Drugs%20From%20Amsterdam_(Reinier%20Zonneveld%20Remix).mp3,133.00,2024-02-24,320,44100
43282849,Dualism (Extended Mix),Deniz Bul,Techno (Peak Time / Driving),16056001,394,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/16930699_Dualism_(Extended%20Mix).mp3,130.00,2024-02-24,320,44100
133475798,F*CK THE POLICE (Original Mix),"elMefti, Holy Priest, FACELESS (DE)",Hard Techno,14431003,346,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17723361_F_CK%20THE%20POLICE_(Original%20Mix).mp3,155.00,2024-02-24,320,44100
97557896,Fearless (Phoenix Movement Remix),Zafer Atabey,Techno (Peak Time / Driving),19263397,450,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17757614_Fearless_(Phoenix%20Movement%20Remix).mp3,128.00,2024-02-24,320,44100
133943776,Feel a Vibe (Original Mix),Layton Giordani,Techno (Peak Time / Driving),16530637,411,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/14112613_Feel%20a%20Vibe_(Original%20Mix).mp3,131.00,2024-02-24,320,44100
118656976,Fine Day Anthem (Extended Mix),"Boys Noize, Skrillex",Dance / Electro Pop,11468877,262,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17923279_Fine%20Day%20Anthem_(Extended%20Mix).mp3,138.00,2024-02-24,320,44100
253615639,Fist On Acid (Techno Mix),"Angerfist, Reinier Zonneveld",Techno (Peak Time / Driving),14090097,345,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/16721127_Fist%20On%20Acid_(Techno%20Mix).mp3,150.00,2024-02-24,320,44100
192462642,Footmachine (Original Mix),UMEK,Techno (Peak Time / Driving),15252990,339,file://localhost/Users/markus/Desktop/eneren/Markus%20Hate%20Models%20Mix%202024%20Hard%20Acid%20Fuck%20Ediotion/17769876_Footmachine_(Original%20Mix).mp3,131.00,2024-02-24,320,44100
